image_id,caption,fluency,diversity
bokete_10548,it's a little bit like this. it's a little bit like this. it's a little bit like this.,0.9732679,0.46174067
bokete_74230,"oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh!",0.92663217,0.46174067
bokete_104901,i don't know what you're talking about. i don't know what you're talking about. i don't know what you're talking about. i don't know what you're talking about. i don't know what you're talking about.,0.9658197,0.46174067
bokete_111299,"the same is true for women, men and women, equal opportunities for employment.",0.950118,0.46174067
bokete_13596,the first thing you do is grab the spot where you've got him off guard and then burn him down.,0.9792044,0.46174067
bokete_46641,what are you doing here?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.93117964,0.46174067
bokete_96010,"no matter how many times i put it in there, a thousand yen bill will come back.",0.7754088,0.46174067
bokete_79474,"i'm pleased to steal from the house of someone i don't like but only the section of the first issue of the weekly magazine ""make the five towers.""",0.64376926,0.46174067
bokete_55305,"i'm leaving. he's got a boy who likes him, so he doesn't like either of them anymore.",0.96842974,0.46174067
bokete_95901,"everyone said that if you had a name for marijuana, you'd have a name for it.",0.9798084,0.46174067
imgflip_5,letting students sleep 8 hours a day; forcing them to get only 8 seconds of sleep a day; schools,0.84901595,0.46174067
imgflip_379,person on the internet: i do not like dogs; everyone else on the internet:,0.71465963,0.46174067
bokete_30987,"""i'm going to do it,"" ""i'm going to do it,"" ""i'm going to do it,"" ""i'm going to do it,"" ""i'm going to do it.""",0.8972111,0.46174067
bokete_20892,"""oh, i'm so relieved. i don't think there's anything better than the library. i can tell you.""",0.92952603,0.46174067
bokete_103201,"my mom always wears my clothes, and i can't wear them if i take them off, so my teammates rushed in to dress me.",0.96988934,0.46174067
bokete_93712,"you can read a lot, you can read between the lines of the story, you can concentrate, but you can't read the air around you.",0.943525,0.46174067
bokete_110676,you lied to me again! i lied to you! you lied to me!,0.96251357,0.46174067
bokete_105891,"when they said, ""i've never done it,"" they said, ""i've never done it,"" they said, ""i've never done it,"" and they said, ""i've never done it.""",0.9167923,0.46174067
bokete_93141,"the reason why my father has been gone for seven years is to chase after him, and to begin with, admire this fashion!",0.95122665,0.46174067
bokete_32118,"(no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no!",0.80337983,0.46174067
bokete_32040,"♫ from inside the pot, my uncle... ♫ ♫ oh, my uncle ♫ ♫ oh, my uncle ♫ ♫ oh, my uncle ♫ ♫ oh, my uncle ♫ ♫ oh, my uncle ♫ ♫ oh, my uncle ♫ ♫ oh, my uncle ♫ ♫ oh, my uncle ♫ ♫ oh, my uncle ♫ ♫ oh, my uncle ♫ ♫ oh, my uncle ♫ ♫ my uncle ♫",0.8901583,0.46174067
bokete_31345,"young lady, i'm going to have a song with you today instead of a dance. it'll be after you run away.",0.96109015,0.46174067
bokete_100202,♫ i'm the head of the peer ♫ ♫ i'm the head of the peer ♫ ♫ ken ♫ i'm the head of the keyboard ♫ ♫ i'm the hand ♫ ♫ ♫ hand ♫ hand ♫ hand ♫ hand ♫ hand ♫ ♫ hand ♫ ♫ hand ♫ ♫,0.8948845,0.46174067
imgflip_137,"me and the boys after eating the grey cotton candy from the attic; mum, dad we don't feef well",0.20687479,0.46174067
bokete_110649,"if we were to hide and play, we'd all be lined up on the pool side before long.",0.9666982,0.46174067
bokete_94144,"i'm so angry, i'm so mad, i'm so bald, i'm so bald, i'm so full of vending machines, i'm too busy, i'm too busy, i'm too busy, i'm too busy, i'm too busy, i'm too busy, i'm too busy, i'm too busy, i'm too busy.",0.9109395,0.46174067
bokete_19960,"i'm tired of ice cream, but the ice is ice, ice is ice, ice is ice, ice is ice, ice is ice, ice is ice, ice is ice, ice is ice, ice is ice, ice is ice, ice is ice, ice is ice.",0.9300036,0.46174067
bokete_93015,"after three years of co-schooling, i hope that our boy school will still have new students next year.",0.9759689,0.46174067
bokete_59222,"it's about time for you to change your position. please don't look at mr. tokita's ""why's so bad.""",0.945899,0.46174067
bokete_32866,"""this time i've turned into a design that is easy to hold on to.""",0.9200797,0.46174067
bokete_20380,kaella... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's... she's...,0.8420907,0.46174067
bokete_31149,i've only been shooting a black hole in my back for less than an hour.,0.9644425,0.46174067
imgflip_2045,"i refused to believe my road worker son was stealing on the job; but when i got home, all the signs were there",0.960358,0.46174067
bokete_10214,"""it's on the board, it's on the board, it's on the board, it's on the board, it's on the board, it's on the board, it's on the board, it's on the board, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer, it's on the computer.",0.9130721,0.46174067
bokete_52027,"we're going to go on to the finals of the los angeles undiscretional games, and we're going to play host to the raszwan battle.",0.9577155,0.46174067
bokete_28120,"it's like, ""oh, that's right, that's it! that's it! that's it! that's it! that's it! that's it! that's it!""",0.8844275,0.46174067
bokete_99373,"but if you're gonna let me touch you, i'm not gonna talk about it.",0.96564865,0.46174067
bokete_56142,i've been on a diet for a long time. i've been on a diet. i've been on a ride for a long time. i've been on a ride for a long time.,0.97070014,0.46174067
bokete_37129,"when you're in a fight with a friend, you're like, ""who are you? where are you?""",0.9588884,0.46174067
bokete_52227,i lost my gray hair. i flew to the roof. i flew to the roof and i flew again!,0.959167,0.46174067
bokete_95748,what are you doing?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.83457816,0.46174067
bokete_15374,it was your hobby to gather people you've never met and to act like you're mr. gold in the distant part of the world.,0.9577825,0.46174067
bokete_107173,i'm going to have to write a stupid piece of paper. i'm going to have to look at it very carefully.,0.98324746,0.46174067
bokete_57306,"at the sound of a crane in the sea, i decided to try to change the main scene.",0.97803533,0.46174067
bokete_36085,"no, no, no, no, no, no, no, no. please pay me here!",0.87636155,0.46174067
bokete_108069,i'm going to show you what i'm going to show you. i'm going to show you what i'm going to show you. i'm going to show you what i'm going to show you.,0.96705705,0.46174067
bokete_107796,"i told you, no matter how many times i hit you, you can't run any faster!",0.9569208,0.46174067
bokete_20830,"i'm like, ""oh my god, i'm so sorry! i didn't throw it away for six years! i'm going to be attracted to a girl with this big eraser!""",0.93776953,0.46174067
bokete_61894,i'm going to beat the ears of the people who thought i was going to do this song and make them forget the song they've decided to do.,0.9787758,0.46174067
imgflip_692,how am i supposed to get any work done; when there's a mouse next to my computer?!,0.8895156,0.46174067
bokete_18781,"to avoid noticing the high school girl sitting on the front bench, she's stuck there until she's able to pretend to sleep and see little by little.",0.78898066,0.46174067
bokete_38147,"it's our circle! it's the sea in summer, it's the snow in winter, and it's ok if it's fun!",0.881756,0.46174067
bokete_19985,"""it's sad, isn't it?"" ""it's sad, isn't it?"" ""it's sad, isn't it?"" ""it's sad, isn't it?"" ""it's sad, it's sad, it's sad, it's sad.""",0.9189944,0.46174067
bokete_82616,"i'm going to go to tanigawa, and i'm going to sleep with a demon in my sleeping bag at night.",0.9734942,0.46174067
bokete_30871,"by the way, i had written on my right leg, ""i like you so much,"" but i didn't have the courage to do it anyway.",0.95864373,0.46174067
bokete_8922,"my dad went to bed, too, and it's about time for home power.",0.96381307,0.46174067
imgflip_180,everyone seems to be making tons of awesome memes and i'm just sitting here trying to think of an idea for one,0.91094786,0.46174067
bokete_96576,"it's a screen. it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen, it's a screen.",0.9025446,0.46174067
bokete_95181,"""let me see your homework tomorrow."" ""i'm done."" ""i'm sorry! i'm done with my homework!""",0.95080763,0.46174067
bokete_43007,ha ni!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.721786,0.46174067
bokete_57494,"""why do you sing, why do you sing, what do you mean, ""what do you mean, a crow?""",0.88013977,0.46174067
bokete_40120,"no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0.8987916,0.46174067
bokete_11569,"""all right, i've learned the width of this place! just buy a bookcase with the same width as my face!"" ""oh, that's right, brother.""",0.89418787,0.46174067
bokete_59106,"even though i've been forced and rejected by the last hangers at the end of the show, i've already had a giant giant frog in my lower body.",0.9495855,0.46174067
bokete_30155,"i'm like, ""oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0.7695882,0.46174067
bokete_20053,"even if you take down this red shock, my brother's blue shock, ""the black shock"" will send you to hell!",0.8125446,0.46174067
bokete_97912,"i said, ""oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0.8458661,0.46174067
imgflip_1316,"mom: i carried you for 9 months! me: i won a race against 500 million
sperm to get here! my mom:",0.65805817,0.46174067
bokete_13384,"""what's the matter with you? you've been robbed of your face in iron masks, you've been stripped of your face, you've been stripped of your face, you've been deprived of ten and seven, and you've been born a slave of your own.",0.9223953,0.46174067
bokete_14465,i took a casual look at the corner room on the fourth floor of the apartment in the telescope.,0.74126613,0.46174067
imgflip_149,"when your teacher walks up and looks at your paper when taking a test. then they say loudly ""everyone please make sure you read the questions carefully"".",0.9044146,0.46174067
bokete_112079,"i don't understand the letters or the pictures, so i enjoy the gentle wind when i turn the page.",0.9785337,0.46174067
bokete_20788,"the truth is, the left hand is too good to be true, but it's out of line with medical practice, leaving it floating in the air as a result of the conflict.",0.9463932,0.46174067
bokete_16093,"i tried to get juice at the convenience store, and my eyes met the clerk who was adding up in the back.",0.8839597,0.46174067
bokete_88473,"""my girlfriend's coming to see me,"" ""my girlfriend's waving."" ""my girlfriend's waving."" ""my girlfriend's too.""",0.8651287,0.46174067
bokete_11122,"""look, you're right."" ""oh, my head is too big, so my sweater's neck is fine.""",0.7669357,0.46174067
bokete_55780,what's wrong with clean foot water? it's just water floating at your feet. do you have oil?,0.9689283,0.46174067
imgflip_92,this is oof; he hates fortnite as it sucks. like this meme and i will make oofs eyes red when we get 50 likes. if this doesn’t get accused of upvote beginning then i...,0.08250322,0.46174067
bokete_55033,it's a little bit like this. it's a little bit like this. it's a little bit like this. it's a little bit like this.,0.97061485,0.46174067
bokete_11738,a man who can tell what kind of animal it is by the sound of it.,0.9632077,0.46174067
bokete_14791,"""but, colonel... was it okay for me to burn the colonel's pants?"" ""i don't mind. i don't need pants.""",0.86613387,0.46174067
bokete_43311,look at the center of the picture. the face of a man in black dressed with a head covering his back! what are you doing?,0.95309615,0.46174067
imgflip_367,cereal when you first take it out of the box; cereal when you try and put it back into the box,0.9372116,0.46174067
bokete_32580,i'm going to have to take it from here. i'm going to take it from here. i'm going to take it from here. i'm going to take it from here. i'm going to take it from here. i'm going to take it from here. i'm going to take it from here. i'm going to take it from here. i'm going to take it from here. i'm going to take it from here. i'm going to take it from here. i'm going to take it from here.,0.9578245,0.46174067
bokete_57861,"it's a good thing you're in the middle of something, isn't it? it's a good thing you're in the middle of something.",0.98168874,0.46174067
bokete_46335,"""i'm going to get you out of here before they say i'm going to get you out of here!""",0.92990553,0.46174067
bokete_109007,"every time you answer correctly with an answer, you turn around and look at it.",0.96683246,0.46174067
bokete_18427,"there were 3,000 letters of misfortune this morning. is there any reason? thank you very much.",0.97540617,0.46174067
bokete_110916,"and i said, ""what's wrong with you?"" the bear kid said, ""oh, they're all starting to blow their ass out!""",0.9254192,0.46174067
bokete_38354,"""ma'am, why don't you put a stamp on me?"" ""no, no, no, no, no, no, no!""",0.9041129,0.46174067
bokete_103321,"i don't care what happens to you, take the gold medal with force! bring it over here!",0.96870136,0.46174067
bokete_31147,"oh, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my.",0.8229621,0.46174067
bokete_8694,"when i woke up, i was surrounded by pigs. this was the ""basic festival"" of rumors... or the blood tide in me was all over the place, saying that i was waiting for this moment.",0.83359206,0.46174067
bokete_92298,"30 years from that red sun. finally, it looks like the god of song is coming down.",0.895239,0.46174067
bokete_17505,"""it's all three of us."" ""you say it, you say it."" ""i don't want to say it."" ""you don't want to say it."" ""you don't want to say it, you don't want to say it, you don't want to say it, you don't want to say it.""",0.9078406,0.46174067
imgflip_723,people who play rock paper and scissors for fun; people who play video games for fun; people who bottle flip for fun; people who step on legos for fun,0.96568155,0.46174067
bokete_26056,it's a little bit like this. it's a little bit like this. it's a little bit like this.,0.9732679,0.46174067
bokete_79024,"i'm like, ""i'm a great water man."" i dream of meeting ""i'm a beauty.""",0.8180269,0.46174067
bokete_109244,"after all this thought, i thought it would be best to go rob a bank in this fashion.",0.9463326,0.46174067
bokete_38388,"um... a plastic bottle with water in your front door, would you mind letting me out?",0.84508485,0.46174067
bokete_30818,"i thought, ""well, red meat with blood is better than bamboo.""",0.7836634,0.46174067
imgflip_1478,you have a day off of school; the teacher still gives you work on google classroom,0.9632479,0.46174067
bokete_57072,"""oh, my friend's in danger! but at a moment like this, i've got a call in my chest pocket!",0.91212416,0.46174067
bokete_28405,"oh, god, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0.8982032,0.46174067
bokete_32718,"""i'm sorry."" ""i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry, i'm sorry.",0.7995354,0.46174067
bokete_11347,"""the fire captain, don't worry! thank you for following me!"" and he disappeared into the crowd.",0.9440528,0.46174067
imgflip_164,"and then the cops separated us and told me to ""come quietly "". j m; well, that would be a first.",0.95716727,0.46174067
bokete_78554,"i said a lot about my boss, and then he came out of the closet.",0.979902,0.46174067
bokete_8755,"my mom has told me not to use electricity or gas at all. it's hard in winter, isn't it? i'll think about working.",0.9802909,0.46174067
bokete_59323,"my brother cat, who stole the sammas with me at the fish shop, and who had milk with him, will be round only today because he's getting married tomorrow and leaving home.",0.6555875,0.46174067
bokete_110899,i was still in front of the front door when they told me to go home.,0.9802654,0.46174067
bokete_54094,"i intended to shoot him, but it was the direction of the day after tomorrow that i actually flew.",0.8784384,0.46174067
bokete_105771,"no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no!",0.83364785,0.46174067
bokete_54059,"""how do you like it?"" ""how do you like it?"" ""how do you like it?"" ""how do you like it?""",0.9773322,0.46174067
bokete_107882,ha ni!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.71901125,0.46174067
bokete_20605,it's a human being in the end of the day when the food bill was stolen.,0.38510603,0.46174067
bokete_29269,"hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey.",0.91942847,0.46174067
imgflip_1819,being forced to watch an ad before viewing the video i want? the gods are not pleased,0.94827336,0.46174067
bokete_106270,"i'm sorry you're overworked on this ship with me, my dog, my kid, my treasure.",0.9520422,0.46174067
bokete_14801,"you don't seem to be aware of it, but you're still covered here from house to house!",0.7685717,0.46174067
bokete_109288,"it's like, ""this is the surface of the water,"" and it's like, ""this is the surface of the water.""",0.92493,0.46174067
imgflip_0,"""red did it! i saw him vent, fake a task. and kill green!""; ""blue sus""; blue was not the imposter; 1 imposter remaining",0.54305166,0.46174067
bokete_14797,"the apple didn't say anything, but when i pulled my lips out, the only thing that hurt was the feeling.",0.923279,0.46174067
bokete_42934,mr. president! your son is making silent appeals to take you out on a tide hunt again!,0.9676252,0.46174067
bokete_30827,♪ that's the light ♪ ♪ that's the light ♪ ♪ that's the light ♪ ♪ that's the light ♪ ♪ that's the light ♪ ♪ that's the light ♪ ♪ that's the light ♪ ♪ that's the light ♪ ♪ that's the light ♪ ♪ that's the light ♪ ♪ that's the light ♪ ♪ ♪ that's the light ♪ ♪ ♪ that's the light ♪ ♪ ♪ that's the light ♪ ♪ ♪ that's the light ♪ ♪ ♪ that's the light ♪ ♪ that's the light ♪ ♪ that's the light ♪ ♪,0.923412,0.46174067
bokete_30957,"whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa.",0.837864,0.46174067
bokete_94591,this is how you get into a man's house and you pick up a few eggs in the refrigerator and go home.,0.97100306,0.46174067
bokete_11566,"since disciplined militias are necessary for the security of a free nation, the right to carry pea-guns must not be violated.",0.94556254,0.46174067
bokete_40741,wait! i don't care what happens to me. but... but please put lemon in your tea!,0.94200796,0.46174067
imgflip_262,"did you get everyone in your family a christmas gift? yes, i did; what did it cost; all the money in my wallet",0.91789395,0.46174067
bokete_105503,"when i woke up in the morning, i saw him burning in the back of his thigh.",0.9591795,0.46174067
bokete_27501,"no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no!",0.8589253,0.46174067
bokete_9790,"it's like, ""oh, it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's... it's coming!",0.8658069,0.46174067
bokete_30359,"i'm really out of my way! but he's making me so sexy, isn't it? i've got to get up.",0.9749638,0.46174067
bokete_82028,"""the heavenly castle of ken's lapsta"" at the end of the century! the hero who met the mysterious boy who came down from the sky...",0.7030465,0.46174067
bokete_40877,"i'd like to say, ""i don't know if it's copper or copper."" but please pass me through.",0.9621541,0.46174067
bokete_46544,"""no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0.81636316,0.46174067
imgflip_788,i killed 45 men how did you get in here; when i turned off my lights i told the demons to come and get me,0.932008,0.46174067
bokete_22947,"""you guys said you'd meet in your favorite color today, but why are you white?""",0.9062998,0.46174067
bokete_30266,"""good night,"" ""good night,"" ""good night,"" ""good night,"" ""good night"" and ""good night.""",0.9074556,0.46174067
bokete_32787,"no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0.8565154,0.46174067
bokete_21849,"and he said, ""i'm going to put the tissue that my father used on the wall in a date order.""",0.83685243,0.46174067
bokete_30332,"hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey.",0.87695813,0.46174067
imgflip_1915,"if video games cause people to kill; then by that logic, the majority of facebook users would be farmers",0.957105,0.46174067
bokete_16402,"it's late at night, so i'm going to take a break... and i'm going to rush ""scola"" out and hide it in my lap and make sure it's still.",0.9685498,0.46174067
bokete_53141,my husband only has three minutes at night! before he starts he's going to turn blue and turn red.,0.93813145,0.46174067
bokete_50232,"hold on to this ten yen ball. it was great at the old man's house in the water. wait for maggie, who disappeared.",0.6236752,0.46174067
bokete_107366,"we continue our activities through the process of completing the circle, the line, the line, the line, and so on.",0.94576293,0.46174067
bokete_46820,"""your punchla was good."" ""yours is great too."" ""do you want to go for a cow horn?""",0.8765762,0.46174067
bokete_9070,"my mother, who was on top of my father, also took care of me. i don't mind being embarrassed.",0.9428301,0.46174067
bokete_15254,"on the day of this man's boss's anger, 20 unrecognized sushis from his boss's house will be delivered and 10 of their l-sized pizzas will be delivered.",0.9549491,0.46174067
bokete_94347,"to guide the guests towards the elevator, to carry their luggage on their backs, and to pull the room key on their left foot. it's the 9th type of hotel man.",0.74902165,0.46174067
bokete_50932,"i'll allow you to get back to the table, but i won't let you take this table back by yourself.",0.97239584,0.46174067
bokete_89339,"and i'm going to tell you a little bit about this, and i'm going to tell you a little bit about it.",0.9707364,0.46174067
bokete_36792,"""then let's have the chef's recommended lunch."" ""this is the chef's recommended lunch. please wait about five hours.""",0.8391846,0.46174067
bokete_34359,i can't go back to the time when i was pure when i was a man after the phrase of a boy.,0.10730197,0.46174067
bokete_105342,"""are you still sucking your nipples? i use my tongue and i'll be happy to bite you.""",0.94569355,0.46174067
bokete_111254,"""you're not going to do it? i'm going to do it. i'm going to do it.""",0.9309534,0.46174067
bokete_97824,"come on, come on, come on, come on, come on, come on, come on, come on, come on, come on!",0.9523619,0.46174067
bokete_105749,"we've been working on this for a long time, and we've been working on it for a long time.",0.9829369,0.46174067
imgflip_84,"your computer needs an update; something will change, right? something will change, right?",0.97477055,0.46174067
bokete_10612,"seven, in most cases, you lose consciousness, but let's be careful and kick your ass.",0.87093234,0.46174067
bokete_112048,"don't let them down just because they don't want to do it. they're... they're fine, i'm sure!",0.9308403,0.46174067
bokete_10604,"come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on!",0.94431853,0.46174067
bokete_110992,"i'm going to the islands of the south with other members, but i'm sure you'll be able to stay at home, aren't you?",0.9620177,0.46174067
imgflip_482,who are we?! weebs! what are we gonna do?! watch anime! are we gonna sleep?! whats sleep?!,0.7554853,0.46174067
imgflip_334,hey girl; can i have a picture of you? that way i can show santa what i want for christmas.,0.9755637,0.46174067
bokete_36054,"no matter how much you ask her, her answer is always no! she never shakes her head straight...",0.9446241,0.46174067
imgflip_498,don't remove the h from watch in a youtube video link; worst mistake of my life,0.44309205,0.46174067
bokete_53924,"""in today's modern civilization where even computer files can be compressed, you're the only one that can't be compressed.""",0.9092256,0.46174067
bokete_40405,"you know, when i was a kid, when i was a kid, i got fired.",0.9674407,0.46174067
bokete_44351,"i went to one of the apartments to ask for nhk's fees, and a hoodlum came out and cut me to death.",0.966708,0.46174067
bokete_31950,you said you were going to cross the pacific... and then you said you were worried that there was no land.,0.9780488,0.46174067
bokete_107996,"""oh my god, i know what i'm doing! i know what i'm doing! i know what i'm doing! i know what i'm doing!""",0.93419856,0.46174067
imgflip_1802,fifteen minutes could save you fifteen percent or more on car insurance; youtube; me; bulk hand sanitizer available here! do you approve of president trump? everybody has stuff they don't need! hi i'm joe biden and i'm asking you to join our campaign. writing's not that easy. but grammarly can help. shut up please,0.79515463,0.46174067
imgflip_1965,hillary will never become president; i did not have relations with that woman; *2016 nominees*,0.9376195,0.46174067
imgflip_229,daily status report for the last few days:; sorry i haven't posted for a while i was somewhere with no internet   so the report is good for all those days,0.27201778,0.46174067
bokete_54949,i want to see her breasts once before she dies. a funeral director who performs free services only for a virgin.,0.8800637,0.46174067
bokete_11955,"(august 24th) on the 25th day of our arrival on the island, the cloth that was still written as citrus came out. it seems to be something to wear.",0.9426491,0.46174067
bokete_104457,"""well, then, please, please go to that island."" ""wait a minute, honey.""",0.84191334,0.46174067
bokete_32810,"it's like, when i first heard it, the cat's brain was full of hope.",0.9440486,0.46174067
bokete_93212,"the answer to the question, ""what is it that drives white things out of their fists by the gun movement on women's bodies?""",0.81960225,0.46174067
imgflip_645,teachers when they see a student getting bullied; teachers when they see a student on their phone 0.0000001 seconds after class has started,0.87426037,0.46174067
bokete_38103,"the next time you're in a pot, you're in a pot, you're in a pot, you're in a pot, you're in a pot.",0.9387774,0.46174067
imgflip_1499,"bummer.  i got the job i applied for,  and now; they keep hinting that i should do some actual work.",0.96547014,0.46174067
bokete_12314,"i'm going to do this every time before i say, ""hey, that's it!""",0.94033253,0.46174067
bokete_53004,"no matter how many cans you have in front of the carpet, your hands and feet are tied up in front of the warmth of the carpet.",0.9625453,0.46174067
bokete_99403,"i'm going to make a music team, and i'm going to get a dog and a cat, and they're going to come after me.",0.9752019,0.46174067
bokete_31245,"i didn't want him to find out, but how did he know about the concert hall?",0.9711962,0.46174067
bokete_35908,"oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no!",0.8779607,0.46174067
bokete_9934,"""what's wrong with you?"" ""what's wrong with you?"" ""what's wrong with you?"" ""what's wrong with you?""",0.9580827,0.46174067
bokete_30418,i'm the one on the other side of the pond. you live on the west side.,0.96648675,0.46174067
imgflip_1625,my mum; the oldest she is gonna kill me!! for nothing; the youngest you know she will never touch me,0.2776221,0.46174067
bokete_46117,i'm going to go to the school. i'm going to go to the school. i'm going to go to the school.,0.9693839,0.46174067
