image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor,image_id,caption,humor_score,humor
sonicdrivein_496,i'm going to show you some of the best ones on this site.,0.9999948740005493,1,sonicdrivein_85,i ’ m going to have a good time today! i am so excited for you and all of our friends who will be joining us at the beach this weekend.,0.9337249398231506,1,sonicdrivein_780,i'm not going to tell you how many times i’ve been on the wrong side of a barbie grill.,1.0,1,sonicdrivein_832,"it's not about the size of your jeans, it ’ s more than that.",0.9999991655349731,1,sonicdrivein_152,"i'm not going to say no, but if you have any questions or comments please leave them in the comment section and i will get back with an answer.",0.6893048286437988,1,sonicdrivein_143,"we're not going to be the only ones who can eat it, but we don't have any of them.",0.9999998807907104,1
sonicdrivein_152,"mom, i'm here for you.",0.9995678067207336,1,sonicdrivein_369,i'm going to make a pizza for you.,0.9999998807907104,1,sonicdrivein_690,"for the first time in 20 years, we’ re going to be having an ice-cream party at our favorite spot! ♥️ pic.",0.9972324967384338,1,sonicdrivein_560,when you’ re about to make a reservation at your favorite restaurant.,1.0,1,sonicdrivein_369,why don't you try this? </s> 👨‍♂️👩🏻🧑🏽 🦅🍰 🍲🥗🎉🤣 🤔😂😀💚 💛 😄 🥳 🙌🙏🌈 🌊 🇺🇸 🇪🇹 🇮🇱 �,0.31097307801246643,0,sonicdrivein_414,"it’ s my first day of high school, and i have no idea what to do.",1.0,1
sonicdrivein_742,"you know, i'm not going to eat this.",1.0,1,sonicdrivein_69,#1 : i love you! the best thing about being a woman in this world is that it makes me feel so good when people say they like my clothes.,0.9999971389770508,1,sonicdrivein_234,what do you think of this? </s> it’ s the best ice cream ever.,0.9992917776107788,1,sonicdrivein_522,"today's your day, everyone’ s going to get a taste of the world-famous sour cherry ice cream you can find at our shop!# sonicchocaccinos </3560x427 style=”margin: auto; font-size:-18px;”> https://www.",0.0006318824598565698,0,sonicdrivein_742,we're not going to let you down.,1.0,1,sonicdrivein_1502,"a lot of people have been asking me about it, but i don’ t know what to do with this.",0.9997984766960144,1
sonicdrivein_2031,"yeah, yeah.",1.0,1,sonicdrivein_697,"i'm here to help you find the perfect food for your next meal, so please let me know if there is anything else i can bring.",0.9958892464637756,1,sonicdrivein_91,this is the first time i’ve posted a post with an emoji.,0.9999997615814209,1,sonicdrivein_373,"when i got home from work, my mom told me to get ready for dinner.",1.0,1,sonicdrivein_798,"when you’ re not sure what to do, just think about it for a minute and i 'll be there with an idea.",0.9986214637756348,1,sonicdrivein_98,when you can’ t find the right ice cream flavor and have to wait 30 minutes for it.,0.9999953508377075,1
sonicdrivein_572,`` i'm not going to do it.,3.1261873090215886e-08,0,sonicdrivein_414,"it's not just about the food, it’ s also all your friends who are going to be there for you when u need them most.",0.4427150785923004,0,sonicdrivein_51,"when i was 10 years old, my mom told me not to eat too much ice cream because it would make you fat.",1.0,1,sonicdrivein_1502,"a lot of people say they don’ t like it, but we don't.",0.17079384624958038,0,sonicdrivein_446,"it’ s the time of year to get your hair done, but i don' t know if you want it or not! </s> 🧖‍♂️ pic.",0.9992212057113647,1,sonicdrivein_742,we're not going to let you down.,1.0,1
sonicdrivein_65,`` i'm going to give you a taste of my chocolate ice cream.,1.0,1,sonicdrivein_80,"i'm not sure if it’s just me, but i think this is the best emoji of all time.",0.9999998807907104,1,sonicdrivein_1502,"a lot of people say they don’ t like it, but we don't.",0.17079384624958038,0,sonicdrivein_2031,"for those of you who don’ t know, this is the best ice cream ever! </s> just in case u don't like it.",5.209673759054567e-07,0,sonicdrivein_560,"when you’ re about to buy a birthday gift for your best friend, check out this list of the 2018 most popular gifts in america.",0.4365135431289673,0,sonicdrivein_446,"it’ s the time of year when you can make your own ice cream, but it doesn' t have to be just one flavor.",0.13793346285820007,0
sonicdrivein_690,"i'm not sure if you like it, but i know this is the best day of your life.",1.0,1,sonicdrivein_163,`` i'm not going to be in this restaurant.,0.7483287453651428,1,sonicdrivein_832,# 15 of the best ways to make a sandwich at home this week.,0.9999954700469971,1,sonicdrivein_645,"when you walk into the store and see all of these delicious smells, it's time to go home.",0.9999998807907104,1,sonicdrivein_893,"it's not just a meme, it’ s an experience.",0.9999942779541016,1,sonicdrivein_784,it's time for the 2018 end of year menu.,0.9999980926513672,1
sonicdrivein_78,"if you're the only person who knows how to do this, i’m gonna put a hat on your head.",0.9999934434890747,1,sonicdrivein_572,today i’ m going to show you what it feels like when a dog bites your face.,3.974662661221373e-07,0,sonicdrivein_522,today's the day we’ re going to show you how much fun it is when a dog turns into an ice cream cone.,0.9695093631744385,1,sonicdrivein_780,i'm not going to tell you how many times i’ve been on the wrong side of a hill.,1.0,1,sonicdrivein_645,"when you walk into the store and see a sign that says, `` please don't bring your kids in here!'' it makes me want to scream.",1.0,1,sonicdrivein_560,"when you’ re about to buy a birthday gift for your best friend, check out this list of the 2018 most popular gifts in america.",0.4365135431289673,0
sonicdrivein_196,"i'm like, oh my god! i’ m going to get a new phone this year; and it will be the size of an apple pie.",1.0,1,sonicdrivein_408,you know what i want to talk about today is the best ice cream flavor in history! and it's mint chocolate chip.,1.863317322658986e-07,0,sonicdrivein_784,"when i was 10 years old, my mom took me out for ice cream.",1.0,1,sonicdrivein_414,"it’ s like, “ i know what you guys are thinking right now.",1.0,1,sonicdrivein_143,we're not going to be the only ones who can do this.,1.0,1,sonicdrivein_89,"it's the end of summer, and it’ s also our last day to eat ice cream.",0.1437811255455017,0
sonicdrivein_2052,`` i'm going to make you a sandwich.,1.0,1,sonicdrivein_283,"what’ s wrong with you? </s> i don't know what it is, but there are more than a thousand of them.",0.9664101004600525,1,sonicdrivein_414,"it’ s like, “ i love you so much.",1.0,1,sonicdrivein_784,"when i was 10 years old, my mom took me out for ice cream.",1.0,1,sonicdrivein_85,you know what i’ m going to do? </s> go for a run with your dog.,0.9999979734420776,1,sonicdrivein_373,when i went to the doctor’ s office and they told me my blood pressure was 180/95.,1.0,1
